,frame,x_0,y_0,x_1,y_1,serving_label,name_1_label,name_2_label,score_1_label,score_2_label,name_1_label_polished,name_2_label_polished
10445,13290,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10446,13291,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10447,13292,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10448,13293,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10449,13294,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10450,13295,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10451,13296,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10452,13297,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10453,13298,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10454,13299,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10455,13300,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10456,13301,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10457,13302,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10458,13303,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10459,13304,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10460,13305,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10461,13306,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10462,13307,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10463,13308,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10464,13309,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10465,13310,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10466,13311,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10467,13312,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10468,13313,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10469,13314,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10470,13315,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10471,13316,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10472,13317,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10473,13318,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10474,13319,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10475,13320,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10476,13321,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10477,13322,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10478,13323,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10479,13324,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10480,13325,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10481,13326,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10482,13327,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10483,13328,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10484,13329,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10485,13330,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10486,13331,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10487,13332,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10488,13333,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10489,13334,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10490,13335,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10491,13336,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10492,13337,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10493,13338,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10494,13339,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10495,13340,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10496,13341,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10497,13342,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10498,13343,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10499,13344,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10500,13345,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10501,13346,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10502,13347,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10503,13348,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10504,13349,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10505,13350,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10506,13351,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10507,13352,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10508,13353,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10509,13354,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10510,13355,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10511,13356,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10512,13357,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10513,13358,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10514,13359,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10515,13360,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10516,13361,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10517,13362,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10518,13363,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10519,13364,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10520,13365,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10521,13366,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10522,13367,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10523,13368,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10524,13369,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10525,13370,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10526,13371,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10527,13372,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10528,13373,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10529,13374,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10530,13375,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10531,13376,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10532,13377,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10533,13378,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10534,13379,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10535,13380,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10536,13381,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10537,13382,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10538,13383,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10539,13384,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10540,13385,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10541,13386,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10542,13387,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10543,13388,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10544,13389,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10545,13390,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10546,13391,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10547,13392,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10548,13393,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10549,13394,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10550,13395,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10551,13396,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10552,13397,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10553,13398,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10554,13399,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10555,13400,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10556,13401,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10557,13402,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10558,13403,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10559,13404,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10560,13405,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10561,13406,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10562,13407,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10563,13408,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10564,13409,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10565,13410,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10566,13411,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10567,13412,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10568,13413,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10569,13414,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10570,13415,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10571,13416,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10572,13417,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10573,13418,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10574,13419,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10575,13420,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10576,13421,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10577,13422,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10578,13423,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10579,13424,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10580,13425,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10581,13426,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10582,13427,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10583,13428,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10584,13429,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10585,13430,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10586,13431,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10587,13432,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10588,13433,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10589,13434,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10590,13435,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10591,13436,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10592,13437,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10593,13438,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10594,13439,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10595,13440,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10596,13441,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10597,13442,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10598,13443,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10599,13444,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10600,13445,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10601,13446,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10602,13447,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10603,13448,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10604,13449,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10605,13450,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10606,13451,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10607,13452,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10608,13453,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10609,13454,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10610,13455,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10611,13456,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10612,13457,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10613,13458,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10614,13459,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10615,13460,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10616,13461,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10617,13462,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10618,13463,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10619,13464,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10620,13465,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10621,13466,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10622,13467,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10623,13468,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10624,13469,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10625,13470,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10626,13471,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10627,13472,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10628,13473,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10629,13474,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10630,13475,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10631,13476,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10632,13477,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10633,13478,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10634,13479,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10635,13480,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10636,13481,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10637,13482,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10638,13483,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10639,13484,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10640,13485,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10641,13486,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10642,13487,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10643,13488,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10644,13489,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10645,13490,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10646,13491,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10647,13492,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10648,13493,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10649,13494,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10650,13495,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10651,13496,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10652,13497,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10653,13498,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10654,13499,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10655,13500,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10656,13501,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10657,13502,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10658,13503,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10659,13504,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10660,13505,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10661,13506,193.96,905.7,509.0,996.5,name_2,Djokovic,Mannarino,4-5,6-2,N. Djokovic,A. Mannarino
10662,13664,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10663,13665,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10664,13666,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10665,13667,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10666,13668,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10667,13669,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
10668,13670,192.52,905.09,541.17,994.68,name_1,Ebden,Thiem,6-6-6-15,4-7-5-15,M. Ebden,D. Thiem
