frame,x_0,y_0,x_1,y_1,serving,name_1,name_2,score_1,score_2
05161,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05162,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05163,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05164,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05165,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05166,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05167,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05168,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05169,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05170,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05171,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05172,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05173,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05174,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05175,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05176,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05177,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05178,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05179,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05180,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05181,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05182,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05183,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05184,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05185,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05186,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05187,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05188,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05189,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05190,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05191,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05192,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05193,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05194,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05195,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05196,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05197,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05198,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05199,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05200,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05201,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05202,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05203,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05204,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05205,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05206,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05207,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05208,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05209,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05210,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05211,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05212,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05213,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05214,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05215,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05216,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05217,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05218,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05219,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05220,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05221,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05222,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05223,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05224,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05225,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05226,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05227,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05228,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05229,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05230,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05231,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05232,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05233,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05234,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05235,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05236,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05237,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05238,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05239,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05240,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05241,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05242,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05243,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05244,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05245,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05246,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05247,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05248,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05249,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05250,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05251,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05252,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05253,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05254,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05255,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05256,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05257,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05258,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05259,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05260,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05261,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05262,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05263,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05264,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05265,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05266,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05267,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05268,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05269,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05270,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05271,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05272,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05273,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05274,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05275,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05276,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05277,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05278,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05279,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05280,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05281,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05282,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05283,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05284,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05285,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05286,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05287,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05288,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05289,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05290,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05291,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05292,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05293,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05294,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05295,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05296,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05297,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05298,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05299,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05300,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05301,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05302,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05303,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05304,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05305,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05306,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05307,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05308,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05309,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05310,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05311,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05312,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05313,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05314,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05315,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05316,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05317,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05318,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05319,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05320,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05321,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05322,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05323,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05324,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05325,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05326,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05327,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05328,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05329,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05330,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05331,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05332,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05333,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05334,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05335,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05336,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05337,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05338,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05339,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05340,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05341,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05342,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05343,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05344,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05345,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05346,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05347,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05348,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05349,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05350,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05351,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05352,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05353,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05354,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05355,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-0,6-0-30
05356,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05357,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05358,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05359,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05360,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05361,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05362,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05363,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05364,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05365,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05366,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05367,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05368,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05369,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05370,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05371,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05372,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05373,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05374,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05375,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05376,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05377,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05378,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05379,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05380,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05381,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05382,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05383,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05384,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05385,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05386,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05387,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05388,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05389,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05390,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05391,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05392,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05393,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05394,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05395,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05396,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05397,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05398,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05399,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05400,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05401,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05402,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05403,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05404,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05405,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05406,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05407,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05408,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05409,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05410,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05411,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05412,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05413,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05414,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05415,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05416,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05417,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05418,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05419,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05420,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05421,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05422,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05423,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05424,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05425,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05426,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05427,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05428,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05429,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05430,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05431,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05432,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05433,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05434,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05435,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05436,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05437,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05438,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05439,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05440,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05441,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05442,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05443,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05444,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05445,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05446,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05447,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05448,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05449,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05450,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05451,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05452,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05453,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05454,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05455,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05456,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05457,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05458,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05459,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05460,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05461,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05462,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
05463,194.04,907.85,537.83,998.32,name_2,Mannarino,Anderson,3-3-15,6-0-30
